,ar,"اللغة الفارسية بيها  قواعد سهلة نسبياً وغالباً مألوفة."
,ar,"تزوجوا العرسان في تكساس قبل عام وجاوْ لبافالو باش يحتفلوا مع الأصحاب والأقارب."
,ar,"ترشحو زوز غنايات من فيلم (The Fools Who Dream and City of Stars) لجائزة احسن اغنية اصلية. ترشح استوديو ليونزقات 26 (Lionsgate26) اكثر من أي استوديو آخر."
,ar,"يِتْعدا المْرض بالخنزير، ويتعدا للبشر بالناموس."
,ar,"هاذا مش منطقي، و موش عادل زادا"
,af,"Nadal se kop-teen-kop rekord teen die Kanadees is 7-2."
,af,"“Panama Papers” is ‘n oorkoepelende term vir ongeveer tien miljoen dokument van die Panamese regsfirma, Mossack Fonseca, wat aan die pers uitgelek het in die lente van 2016."
,af,"Hsieh het ook geredeneer dat die fotogeniese Ma meer styl as inhoud was."
,af,"Speler van die dag is Alex Ovechkin van die Washington-hoofstede."
,af,"Hy het 2 doele en 2 assistente in Washington se 5-3 oorwining teen die Atlanta Thrashers gehad."
,af,"Fred het huidiglik winde van 105 myl per uur (165 km/h) en beweeg tans na die noordweste toe."
,af,"Hesperonychus elizabethae is ‘n spesie uit die familie Dromaeosauridae en is ‘n nefie van die Velociraptor."
,af,"In 1988 toe hul studente was by UW, lank voor The Daily Show en The Colbert Report, het Heck en Johnson ‘n parodieër’ beoog wat die nuus en nuus verslaggewing sou parodie."
,af,"Sir Richard Branson se Virgin Group se bod op die bank is van die hand gewys voor die nasionalisering van die bank."
,af,"ń Avenger myn skip was op pad na Puerto Princesa in Palawan."
,af,"Nietemin, die vermindering van die dreigingsvlak na ernstig beteken nie dat die hele bedreiging weg is nie.”"
,af,"Die staal naald dryf bo-op die water as gevolg van die oppervlak-spanning."
,af,"Nou vir Japan. Japan was ‘n eiland, nes Britanje."
,af,"Die Serengeti streek sluit die Serengeti Nasionale Park in, die Ngorongoro Bewaringsgebied en Maswa Wildreservaat in Tanzania en die Maasai Mara Nasionale Reservaat in Kenia."
,af,"Tipies van die tydperk is Kirby Muxloe Kasteel meer van 'n versterkte huis as 'n ware kasteel."
,af,"In ‘n hinderlaag, oos van Bardia, het die Britte die Italiaanse Tiende Leer se Hoof Ingenieur, Generaal Lastucci, gevang."
,af,"Die atoom kan as een van die fundamentele boustene van alle materie gereken word."
,af,"Die nukleus bestaan uit twee deeltjies - neutrone en protone."
,af,"Die inheemse inwoners van Groenland noem hulself Inuit in Kanada en Kalaalleq, (meervoud Kalaallit), ‘n Groenlander, in Groenland."
,af,"Jy gaan gewaarborgd nat raak indien jy oor die brug gaan of langs die kronkelende paadjies wat naby die Waterval is, loop."
,af,"Kliptrappe is uitgelê op meeste van die pad, en in die steiler seksies verskaf staal kabels ‘n ondersteunende handreling."
,af,"Kloofing handel om in die onderkant van ‘n kloof in te gaan, wat droog of vol water is."
,af,"Ongewensde muurskilderye of krabbels staan bekend as graffitti."
,af,"So is die gissing van die Delhi Belly, the Pharaoh's Curse, Montezuma's Revenge, en hul vele vriende."
,af,"Die mure en dakke van ysgrotte kan inmekaarval en skeure kan toegaan."
,af,"In een jaar se tyd sal een besmette persoon 10 tot 15 nabye kennisse besmet."
,af,"Sy 1000ste seël was die manjifieke “Great Deeds by Swedish Kings” deur David Klöcker Ehrenstrahl in 2000 en is gelys in die Guinness Book of World Records."
,af,"Australië se Mitchell Gourley het elfde in die mans staande Super-G klaargemaak. Die Tjeggiese deelnemer Oldrich Jelinek het sestiende in die mans sittende Super-G geeïndig."
,af,"Die sanger Sanju Sharma het die aand begin, gevolg deur Jai Shankar Choudhary.esented the chhappan bhog bhajan ook. Sanger Raju Khandelwal het hom vergesel."
,af,"Lakkha Singh het die chappan bhog bhajan ook geoffer. Die sanger, Raju Khandelwal het hom vergesel."
,af,"Die name van die beskuldigdes is Baba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar en Vishnu Kanjar."
,af,"Hy het studeer vir ‘n verloskundige en het in 1959 by Auckland's National Women's Hospital begin werk."
,af,"Xinhua berig dat die staat se ondersoekspan op Woensdag twee ‘black box’-vlugopnemers verhaal het."
,af,"Waterstof ione is protone waarvan die elektrone afgehaal is (aangesien Waterstof atome bestaan uit een proton en een elektron)."
,af,"As ‘n goed-afgeronde atleet, kan die tier klim (al is dit nie goed nie), swem, groot afstande spring en trek met vyf keer die krag van ‘n sterk mens."
,af,"Groenland is yl bevolk. In Noorse sagas word daar vertel dat Erik die Rooie uit Ysland verban is oor moord, en terwyl hy verder wes gereis het, het hy Groenland gevind en dit Groenland genoem."
,af,"Machu Picchu bestaan uit drie hoof strukture, naamliks Intihuatana, die Temple of the Sun, en die Room of the Three Windows."
,af,"Kort na die uitbraak van onluste het Britanje ‘n vlootblokkade van Duitsland inisieër."
,af,"Waspore is gebou in Engeland so vroeg as die 16e eeu."
,af,"Die Hershey en Chase eksperiment was een van die hoofvoorstelle dat DNA genetiese materiaal is."
,af,"Alle burgers van die Vatikaan Stad is Rooms Katoliek."
,af,"n Fissie bom werk op die beginsel dat dit energie neem om 'n nukleus met baie protone en neutrone saam te stel."
,af,"Die kors is ongeveer 70km dik aan die naaste kant en 100 km dik aan die ver kant."
,af,"Dit is dunner onder die oseane en dikker onder die hooglande."
,af,"Die Arabiere het ook Islam na die lande gebring, en dit het in die Comoros en Mayotte sterk posgevat."
,af,"Die stad is ook die wegspringplek om die Nyiragongo-vulkaan te bestyg, saam met die goedkoopste berg-gorilla-spore in Afrika."
,af,"Die stad is in skrille kontras met die res van die land se stede, want dit het meer van n Arabiese flair as die van n Afrikaan."
,af,"Die Sundarbans bedek ‘n area van 3 850 km², waarvan omtrend een-derde bedek is in water/ moerasareas."
,af,"Montevideo is in ‘n subtropiese streek; in die somermaande is temperature van bo +30°C algemeen."
,af,"Apia is die hoofstad van Samoa. Die dorp is op die eiland Upolu en het ‘n bevolking van net onder die 40 000."
,af,"Ortodokse Christengodsdiens is die hoofgodsdiens in Moldawië."
,ar,"تلقت كل من أغنية (Audition (The Fools Who Dream وأغنية (City of Stars) من فيلم La la land ترشيحات لأفضل أغنية أصلية. وتلقى استوديو ليونزغايت 26 ترشيح أكتر من أي ستوديو تاني."
,ar,"بالثمانينات اشتغل ببرامج متل Taxi و Cheers و The Tracy Ullman Show."
,ar,"والمتهمين هنّي بابا كنجار وبوثا كنجار ورامبرو كنجار وغزة كنجار وفيشنو كانجار."
